category,company,description,title,review,stars,clean,sentiment,sentiment_score,topic
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",I wasn’t able to attend due to a last…,I wasn’t able to attend due to a last minute injury which resulted in going to hospital that morning. I contacted to Ticketmaster who didn’t care. They said I could transfer tickets via the Ticketmaster app however when I tried that it said unavailable. Loyal customer no more ,1,i wasn t able to attend due to a last minute injury which resulted in going to hospital that morning i contacted to ticketmaster who didn t care they said i could transfer tickets via the ticketmaster app however when i tried that it said unavailable loyal customer no more,NEGATIVE,0.9995114803314209,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Requesting an exchange of tickets. ,Bought tickets as a present and have tried to exchange the tickets due to my partners mum going into hospital after a fall. I’m unable to go again as father in law passed away. Ticketmaster have been unhelpful and asked for hospital documentation which has been sent but had no contact from them since. Have found the company to be very insensitive at this difficult time. ,1,bought tickets as a present and have tried to exchange the tickets due to my partners mum going into hospital after a fall i m unable to go again as father in law passed away ticketmaster have been unhelpful and asked for hospital documentation which has been sent but had no contact from them since have found the company to be very insensitive at this difficult time,NEGATIVE,0.9993743300437927,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Great disappointment in Ticketmaster,"Due to a sudden illness, we were unable to attend.  Ticketmaster gave us the offer to resell the tickets.  We were under the impression they would resell them for us, maybe on the evening of the show.This did not happen so we were left with nothing…..and about £220 out of pocket.😣😡",1,due to a sudden illness we were unable to attend ticketmaster gave us the offer to resell the tickets we were under the impression they would resell them for us maybe on the evening of the show this did not happen so we were left with nothing and about out of pocket,NEGATIVE,0.9994402527809143,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Discriminatory system,"I find it really difficult that you insist on ticketless and it has to be on the app. I have a disability and only have one arm and the whole process is really unhelpful and is discriminatory against those who don’t have the apps knowledge, capacity or like me have a physical disability which makes this system so hard. I really think you need to rethink and be offering more option to have a ticket you send to people. Sorry but there you are. Very poor customer service",1,i find it really difficult that you insist on ticketless and it has to be on the app i have a disability and only have one arm and the whole process is really unhelpful and is discriminatory against those who don t have the apps knowledge capacity or like me have a physical disability which makes this system so hard i really think you need to rethink and be offering more option to have a ticket you send to people sorry but there you are very poor customer service,NEGATIVE,0.9995940327644348,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Massively disappointed,"Massively disappointed, the event (Jurassic World at Trafford) was cancelled on the day. Only by chance found out two hours before as went onto Ticketmaster to check directions. Didn’t receive a text message/email until 1hr 40 before the event would have started.  Very lucky we hadn’t set off to go there - I suspect there must have been many families travelling from further afield who would have arrived to be told it wasn’t going ahead. No apology from Ticketmaster or the event organiser. Just an email stating we’d get a refund. This was the second time our booking for the event had been cancelled so have lost out on two booking fees and got absolutely nothing apart from a huge disappointment. Am just thankful I had delayed telling my kids about the treat after being aware it might be cancelled after the first one was cancelled with no explanation. ",1,massively disappointed the event jurassic world at trafford was cancelled on the day only by chance found out two hours before as went onto ticketmaster to check directions didn t receive a text message email until hr before the event would have started very lucky we hadn t set off to go there i suspect there must have been many families travelling from further afield who would have arrived to be told it wasn t going ahead no apology from ticketmaster or the event organiser just an email stating we d get a refund this was the second time our booking for the event had been cancelled so have lost out on two booking fees and got absolutely nothing apart from a huge disappointment am just thankful i had delayed telling my kids about the treat after being aware it might be cancelled after the first one was cancelled with no explanation,NEGATIVE,0.999526858329773,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Appaling Customer Service ,"Arrived on time to be greeted by a poor girl whose job it was to inform people that the event had been cancelled due to the cold weather.Then checked my messages to find a text and email sent 10 minutes before the scheduled tart time to tell me that it was cancelled and I would receive a refund.Then had a little walk around and went back to see if anything had changed and just a note on the door saying it was cancelled.Very poor communication, appalling customer service and still waiting for a refund. A whole day wasted, £40 travelling expenses and two very upset children.I accept that things go wrong but the way this was communicated, handled and followed up was so unprofessional considering the size of the exhibition and cost of the tickets.",1,arrived on time to be greeted by a poor girl whose job it was to inform people that the event had been cancelled due to the cold weather then checked my messages to find a text and email sent minutes before the scheduled tart time to tell me that it was cancelled and i would receive a refund then had a little walk around and went back to see if anything had changed and just a note on the door saying it was cancelled very poor communication appalling customer service and still waiting for a refund a whole day wasted travelling expenses and two very upset children i accept that things go wrong but the way this was communicated handled and followed up was so unprofessional considering the size of the exhibition and cost of the tickets,NEGATIVE,0.9996894598007202,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Poor organisation of entry,Doors did not open until 7pm. Queue was 45mins long all around city hall and back again. We were then told the bar was closing. The bar wasn't open during the performance despite it been a standing event. ,1,doors did not open until pm queue was mins long all around city hall and back again we were then told the bar was closing the bar wasn t open during the performance despite it been a standing event,NEGATIVE,0.9971790313720703,-1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Lost ticket money when too I’ll to attend,I was sick the day before.  Norovirus. I could not travel  Tried unsuccessfully to get info on chat on how to sell my ticket .  All my friends went and I was left at home.  Lost money for ABBA ticket and also money for train ticket.  I’m 65 years old.  Was home alone and unable to navigate how to sell my ticket,1,i was sick the day before norovirus i could not travel tried unsuccessfully to get info on chat on how to sell my ticket all my friends went and i was left at home lost money for abba ticket and also money for train ticket i m years old was home alone and unable to navigate how to sell my ticket,NEGATIVE,0.9996930360794067,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",This time was wrong as the entire team…,"This time was wrong as the entire team worked at the rink where partying them self and they took No Care of customers , skating themselves fast and recklessly , disrespecting everyone around, I seen lots of people unhappy sadly On top weather wasn’t helping as ice rink surface was melted  and watery, even do the team didn’t let customers enjoy and partying them self on New Year’s night ",1,this time was wrong as the entire team worked at the rink where partying them self and they took no care of customers skating themselves fast and recklessly disrespecting everyone around i seen lots of people unhappy sadly on top weather wasn t helping as ice rink surface was melted and watery even do the team didn t let customers enjoy and partying them self on new year s night,NEGATIVE,0.9997019171714783,-1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Scam of the year + problematic organization I don't recommend !!!!,"Two tickets for €80 and 10 minutes of fire? The scam of the year! I strongly advise against this unless you want to waste your time and money! To get out and get back to the hotel at 00:10 with thousands of people, you'll need 2 hours to find an open metro station (doing everything on foot, of course) with police officers telling you the opposite. The organization was more than suspicious, and our money was only used to pay the police to block the stations! ",1,two tickets for and minutes of fire the scam of the year i strongly advise against this unless you want to waste your time and money to get out and get back to the hotel at with thousands of people you ll need hours to find an open metro station doing everything on foot of course with police officers telling you the opposite the organization was more than suspicious and our money was only used to pay the police to block the stations,NEGATIVE,0.9992473125457764,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",First off I chose this specific…,First off I chose this specific performance to see both Michael ball and Alfie Boe perform together which was stated on your website along with the venue and Les Miserables tour arena that they would perform at 1pm on Sunday December 29. Unfortunately Alfie was no where to be seen and we weren't pre warned this was to happen. Also the seating for the floor was too compact and crowded not enough space between seats and leg room. Demand a explanation as to why this occurred and a refund ,1,first off i chose this specific performance to see both michael ball and alfie boe perform together which was stated on your website along with the venue and les miserables tour arena that they would perform at pm on sunday december unfortunately alfie was no where to be seen and we weren t pre warned this was to happen also the seating for the floor was too compact and crowded not enough space between seats and leg room demand a explanation as to why this occurred and a refund,NEGATIVE,0.9990008473396301,0
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Devastated,After traveling 2.5 hours to the event to celebrate my sons 3rd birthday and staying in a hotel to arrive at the event as 11am to find out it’s been cancelled it’s devastating and no communication from the event or ticket master. ,1,after traveling hours to the event to celebrate my sons rd birthday and staying in a hotel to arrive at the event as am to find out it s been cancelled it s devastating and no communication from the event or ticket master,NEGATIVE,0.9997627139091492,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Event tickets stated 11.30am start when…,"Event tickets stated 11.30am start when it was 1pm.  Event was further delayed by 35mins after apparently having to wait for a coach to arrive.  Never heard of events been held for people running late before to the detriment of those who were seated on time.  The actual show was horrendous,  shrieking rather than singing and overall very amateur.",1,event tickets stated am start when it was pm event was further delayed by mins after apparently having to wait for a coach to arrive never heard of events been held for people running late before to the detriment of those who were seated on time the actual show was horrendous shrieking rather than singing and overall very amateur,NEGATIVE,0.9994843006134033,-1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Why is a charity donation emailed as…,"Why is a charity donation emailed as though it’s an event, totally ridiculous. It even had a venue on one email, totally different from the venue for the event for which the donation was included for charity. What are you doing Tocketmaster, totally unprofessional and a waste of time.",1,why is a charity donation emailed as though it s an event totally ridiculous it even had a venue on one email totally different from the venue for the event for which the donation was included for charity what are you doing tocketmaster totally unprofessional and a waste of time,NEGATIVE,0.9997788071632385,1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Can’t say because it got cancelled the…,Can’t say because it got cancelled the day before we were due to visit my grandson was upset he really wanted to see the dinosaurs ,1,can t say because it got cancelled the day before we were due to visit my grandson was upset he really wanted to see the dinosaurs,NEGATIVE,0.9987021684646606,-1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",Completely baffled !,I have been receiving notifications about an event at Sheffield arena for the last few days and am completely baffled as to why that is ! I’ve now got an email asking me to rate my experience of an event that I didn’t  attend !,1,i have been receiving notifications about an event at sheffield arena for the last few days and am completely baffled as to why that is i ve now got an email asking me to rate my experience of an event that i didn t attend,NEGATIVE,0.9959143996238708,-1
Events & Entertainment,www.ticketmaster.co.uk,"Ticketmaster: All your entertainment needs under one virtual roof with tickets for theatre, concerts, sport, family events, clubs and more.",My tickets were not opening,My tickets were not opening on your app...Your customer service staff advised they could do nothing and to check at the venue....less than helpful...,1,my tickets were not opening on your app your customer service staff advised they could do nothing and to check at the venue less than helpful,NEGATIVE,0.9977447986602783,1
